date_key,full_date,day_name,day_of_month,week_of_month,month_name,month_num,quarter,year
19891213,13/12/1989,Wednesday,13,2,December,12,Q4,1989
19891214,14/12/1989,Thursday,14,2,December,12,Q4,1989
19891215,15/12/1989,Friday,15,3,December,12,Q4,1989
19891216,16/12/1989,Saturday,16,3,December,12,Q4,1989
19891217,17/12/1989,Sunday,17,3,December,12,Q4,1989
19891218,18/12/1989,Monday,18,3,December,12,Q4,1989
19891219,19/12/1989,Tuesday,19,3,December,12,Q4,1989
19891220,20/12/1989,Wednesday,20,3,December,12,Q4,1989
19891221,21/12/1989,Thursday,21,3,December,12,Q4,1989
19891222,22/12/1989,Friday,22,4,December,12,Q4,1989
19891223,23/12/1989,Saturday,23,4,December,12,Q4,1989
19891224,24/12/1989,Sunday,24,4,December,12,Q4,1989
19891225,25/12/1989,Monday,25,4,December,12,Q4,1989
19891226,26/12/1989,Tuesday,26,4,December,12,Q4,1989
19891227,27/12/1989,Wednesday,27,4,December,12,Q4,1989
19891228,28/12/1989,Thursday,28,4,December,12,Q4,1989
19891229,29/12/1989,Friday,29,5,December,12,Q4,1989
19891230,30/12/1989,Saturday,30,5,December,12,Q4,1989
19891231,31/12/1989,Sunday,31,5,December,12,Q4,1989
19900101,01/01/1990,Monday,1,1,January,1,Q1,1990
19900102,02/01/1990,Tuesday,2,1,January,1,Q1,1990
19900103,03/01/1990,Wednesday,3,1,January,1,Q1,1990
19900104,04/01/1990,Thursday,4,1,January,1,Q1,1990
19900105,05/01/1990,Friday,5,1,January,1,Q1,1990
19900106,06/01/1990,Saturday,6,1,January,1,Q1,1990
19900107,07/01/1990,Sunday,7,1,January,1,Q1,1990
19900108,08/01/1990,Monday,8,2,January,1,Q1,1990
19900109,09/01/1990,Tuesday,9,2,January,1,Q1,1990
19900110,10/01/1990,Wednesday,10,2,January,1,Q1,1990
19900111,11/01/1990,Thursday,11,2,January,1,Q1,1990
19900112,12/01/1990,Friday,12,2,January,1,Q1,1990
19900113,13/01/1990,Saturday,13,2,January,1,Q1,1990
19900114,14/01/1990,Sunday,14,2,January,1,Q1,1990
19900115,15/01/1990,Monday,15,3,January,1,Q1,1990
19900116,16/01/1990,Tuesday,16,3,January,1,Q1,1990
19900117,17/01/1990,Wednesday,17,3,January,1,Q1,1990
19900118,18/01/1990,Thursday,18,3,January,1,Q1,1990
19900119,19/01/1990,Friday,19,3,January,1,Q1,1990
19900120,20/01/1990,Saturday,20,3,January,1,Q1,1990
19900121,21/01/1990,Sunday,21,3,January,1,Q1,1990
19900122,22/01/1990,Monday,22,4,January,1,Q1,1990
19900123,23/01/1990,Tuesday,23,4,January,1,Q1,1990
19900124,24/01/1990,Wednesday,24,4,January,1,Q1,1990
19900125,25/01/1990,Thursday,25,4,January,1,Q1,1990
19900126,26/01/1990,Friday,26,4,January,1,Q1,1990
19900127,27/01/1990,Saturday,27,4,January,1,Q1,1990
19900128,28/01/1990,Sunday,28,4,January,1,Q1,1990
19900129,29/01/1990,Monday,29,5,January,1,Q1,1990
19900130,30/01/1990,Tuesday,30,5,January,1,Q1,1990
19900131,31/01/1990,Wednesday,31,5,January,1,Q1,1990
19900201,01/02/1990,Thursday,1,1,February,2,Q1,1990
19900202,02/02/1990,Friday,2,1,February,2,Q1,1990
19900203,03/02/1990,Saturday,3,1,February,2,Q1,1990
19900204,04/02/1990,Sunday,4,1,February,2,Q1,1990
19900205,05/02/1990,Monday,5,1,February,2,Q1,1990
19900206,06/02/1990,Tuesday,6,1,February,2,Q1,1990
19900207,07/02/1990,Wednesday,7,1,February,2,Q1,1990
19900208,08/02/1990,Thursday,8,2,February,2,Q1,1990
19900209,09/02/1990,Friday,9,2,February,2,Q1,1990
19900210,10/02/1990,Saturday,10,2,February,2,Q1,1990
19900211,11/02/1990,Sunday,11,2,February,2,Q1,1990
19900212,12/02/1990,Monday,12,2,February,2,Q1,1990
19900213,13/02/1990,Tuesday,13,2,February,2,Q1,1990
19900214,14/02/1990,Wednesday,14,2,February,2,Q1,1990
19900215,15/02/1990,Thursday,15,3,February,2,Q1,1990
19900216,16/02/1990,Friday,16,3,February,2,Q1,1990
19900217,17/02/1990,Saturday,17,3,February,2,Q1,1990
19900218,18/02/1990,Sunday,18,3,February,2,Q1,1990
19900219,19/02/1990,Monday,19,3,February,2,Q1,1990
19900220,20/02/1990,Tuesday,20,3,February,2,Q1,1990
19900221,21/02/1990,Wednesday,21,3,February,2,Q1,1990
19900222,22/02/1990,Thursday,22,4,February,2,Q1,1990
19900223,23/02/1990,Friday,23,4,February,2,Q1,1990
19900224,24/02/1990,Saturday,24,4,February,2,Q1,1990
19900225,25/02/1990,Sunday,25,4,February,2,Q1,1990
19900226,26/02/1990,Monday,26,4,February,2,Q1,1990
19900227,27/02/1990,Tuesday,27,4,February,2,Q1,1990
19900228,28/02/1990,Wednesday,28,4,February,2,Q1,1990
19900301,01/03/1990,Thursday,1,1,March,3,Q1,1990
19900302,02/03/1990,Friday,2,1,March,3,Q1,1990
19900303,03/03/1990,Saturday,3,1,March,3,Q1,1990
19900304,04/03/1990,Sunday,4,1,March,3,Q1,1990
19900305,05/03/1990,Monday,5,1,March,3,Q1,1990
19900306,06/03/1990,Tuesday,6,1,March,3,Q1,1990
19900307,07/03/1990,Wednesday,7,1,March,3,Q1,1990
19900308,08/03/1990,Thursday,8,2,March,3,Q1,1990
19900309,09/03/1990,Friday,9,2,March,3,Q1,1990
19900310,10/03/1990,Saturday,10,2,March,3,Q1,1990
19900311,11/03/1990,Sunday,11,2,March,3,Q1,1990
19900312,12/03/1990,Monday,12,2,March,3,Q1,1990
19900313,13/03/1990,Tuesday,13,2,March,3,Q1,1990
19900314,14/03/1990,Wednesday,14,2,March,3,Q1,1990
19900315,15/03/1990,Thursday,15,3,March,3,Q1,1990
19900316,16/03/1990,Friday,16,3,March,3,Q1,1990
19900317,17/03/1990,Saturday,17,3,March,3,Q1,1990
19900318,18/03/1990,Sunday,18,3,March,3,Q1,1990
19900319,19/03/1990,Monday,19,3,March,3,Q1,1990
19900320,20/03/1990,Tuesday,20,3,March,3,Q1,1990
19900321,21/03/1990,Wednesday,21,3,March,3,Q1,1990
19900322,22/03/1990,Thursday,22,4,March,3,Q1,1990
19900323,23/03/1990,Friday,23,4,March,3,Q1,1990
19900324,24/03/1990,Saturday,24,4,March,3,Q1,1990
19900325,25/03/1990,Sunday,25,4,March,3,Q1,1990
19900326,26/03/1990,Monday,26,4,March,3,Q1,1990
19900327,27/03/1990,Tuesday,27,4,March,3,Q1,1990
19900328,28/03/1990,Wednesday,28,4,March,3,Q1,1990
19900329,29/03/1990,Thursday,29,5,March,3,Q1,1990
19900330,30/03/1990,Friday,30,5,March,3,Q1,1990
19900331,31/03/1990,Saturday,31,5,March,3,Q1,1990
19900401,01/04/1990,Sunday,1,1,April,4,Q2,1990
19900402,02/04/1990,Monday,2,1,April,4,Q2,1990
19900403,03/04/1990,Tuesday,3,1,April,4,Q2,1990
19900404,04/04/1990,Wednesday,4,1,April,4,Q2,1990
19900405,05/04/1990,Thursday,5,1,April,4,Q2,1990
19900406,06/04/1990,Friday,6,1,April,4,Q2,1990
19900407,07/04/1990,Saturday,7,1,April,4,Q2,1990
19900408,08/04/1990,Sunday,8,2,April,4,Q2,1990
19900409,09/04/1990,Monday,9,2,April,4,Q2,1990
19900410,10/04/1990,Tuesday,10,2,April,4,Q2,1990
19900411,11/04/1990,Wednesday,11,2,April,4,Q2,1990
19900412,12/04/1990,Thursday,12,2,April,4,Q2,1990
19900413,13/04/1990,Friday,13,2,April,4,Q2,1990
19900414,14/04/1990,Saturday,14,2,April,4,Q2,1990
19900415,15/04/1990,Sunday,15,3,April,4,Q2,1990
19900416,16/04/1990,Monday,16,3,April,4,Q2,1990
19900417,17/04/1990,Tuesday,17,3,April,4,Q2,1990
19900418,18/04/1990,Wednesday,18,3,April,4,Q2,1990
19900419,19/04/1990,Thursday,19,3,April,4,Q2,1990
19900420,20/04/1990,Friday,20,3,April,4,Q2,1990
19900421,21/04/1990,Saturday,21,3,April,4,Q2,1990
19900422,22/04/1990,Sunday,22,4,April,4,Q2,1990
19900423,23/04/1990,Monday,23,4,April,4,Q2,1990
19900424,24/04/1990,Tuesday,24,4,April,4,Q2,1990
19900425,25/04/1990,Wednesday,25,4,April,4,Q2,1990
19900426,26/04/1990,Thursday,26,4,April,4,Q2,1990
19900427,27/04/1990,Friday,27,4,April,4,Q2,1990
19900428,28/04/1990,Saturday,28,4,April,4,Q2,1990
19900429,29/04/1990,Sunday,29,5,April,4,Q2,1990
19900430,30/04/1990,Monday,30,5,April,4,Q2,1990
19900501,01/05/1990,Tuesday,1,1,May,5,Q2,1990
19900502,02/05/1990,Wednesday,2,1,May,5,Q2,1990
19900503,03/05/1990,Thursday,3,1,May,5,Q2,1990
19900504,04/05/1990,Friday,4,1,May,5,Q2,1990
19900505,05/05/1990,Saturday,5,1,May,5,Q2,1990
19900506,06/05/1990,Sunday,6,1,May,5,Q2,1990
19900507,07/05/1990,Monday,7,1,May,5,Q2,1990
19900508,08/05/1990,Tuesday,8,2,May,5,Q2,1990
19900509,09/05/1990,Wednesday,9,2,May,5,Q2,1990
19900510,10/05/1990,Thursday,10,2,May,5,Q2,1990
19900511,11/05/1990,Friday,11,2,May,5,Q2,1990
19900512,12/05/1990,Saturday,12,2,May,5,Q2,1990
19900513,13/05/1990,Sunday,13,2,May,5,Q2,1990
19900514,14/05/1990,Monday,14,2,May,5,Q2,1990
19900515,15/05/1990,Tuesday,15,3,May,5,Q2,1990
19900516,16/05/1990,Wednesday,16,3,May,5,Q2,1990
19900517,17/05/1990,Thursday,17,3,May,5,Q2,1990
19900518,18/05/1990,Friday,18,3,May,5,Q2,1990
19900519,19/05/1990,Saturday,19,3,May,5,Q2,1990
19900520,20/05/1990,Sunday,20,3,May,5,Q2,1990
19900521,21/05/1990,Monday,21,3,May,5,Q2,1990
19900522,22/05/1990,Tuesday,22,4,May,5,Q2,1990
19900523,23/05/1990,Wednesday,23,4,May,5,Q2,1990
19900524,24/05/1990,Thursday,24,4,May,5,Q2,1990
19900525,25/05/1990,Friday,25,4,May,5,Q2,1990
19900526,26/05/1990,Saturday,26,4,May,5,Q2,1990
19900527,27/05/1990,Sunday,27,4,May,5,Q2,1990
19900528,28/05/1990,Monday,28,4,May,5,Q2,1990
19900529,29/05/1990,Tuesday,29,5,May,5,Q2,1990
19900530,30/05/1990,Wednesday,30,5,May,5,Q2,1990
19900531,31/05/1990,Thursday,31,5,May,5,Q2,1990
19900601,01/06/1990,Friday,1,1,June,6,Q2,1990
19900602,02/06/1990,Saturday,2,1,June,6,Q2,1990
19900603,03/06/1990,Sunday,3,1,June,6,Q2,1990
19900604,04/06/1990,Monday,4,1,June,6,Q2,1990
19900605,05/06/1990,Tuesday,5,1,June,6,Q2,1990
19900606,06/06/1990,Wednesday,6,1,June,6,Q2,1990
19900607,07/06/1990,Thursday,7,1,June,6,Q2,1990
19900608,08/06/1990,Friday,8,2,June,6,Q2,1990
19900609,09/06/1990,Saturday,9,2,June,6,Q2,1990
19900610,10/06/1990,Sunday,10,2,June,6,Q2,1990
19900611,11/06/1990,Monday,11,2,June,6,Q2,1990
19900612,12/06/1990,Tuesday,12,2,June,6,Q2,1990
19900613,13/06/1990,Wednesday,13,2,June,6,Q2,1990
19900614,14/06/1990,Thursday,14,2,June,6,Q2,1990
19900615,15/06/1990,Friday,15,3,June,6,Q2,1990
19900616,16/06/1990,Saturday,16,3,June,6,Q2,1990
19900617,17/06/1990,Sunday,17,3,June,6,Q2,1990
19900618,18/06/1990,Monday,18,3,June,6,Q2,1990
19900619,19/06/1990,Tuesday,19,3,June,6,Q2,1990
19900620,20/06/1990,Wednesday,20,3,June,6,Q2,1990
19900621,21/06/1990,Thursday,21,3,June,6,Q2,1990
19900622,22/06/1990,Friday,22,4,June,6,Q2,1990
19900623,23/06/1990,Saturday,23,4,June,6,Q2,1990
19900624,24/06/1990,Sunday,24,4,June,6,Q2,1990
19900625,25/06/1990,Monday,25,4,June,6,Q2,1990
19900626,26/06/1990,Tuesday,26,4,June,6,Q2,1990
19900627,27/06/1990,Wednesday,27,4,June,6,Q2,1990
19900628,28/06/1990,Thursday,28,4,June,6,Q2,1990
19900629,29/06/1990,Friday,29,5,June,6,Q2,1990
19900630,30/06/1990,Saturday,30,5,June,6,Q2,1990
19900701,01/07/1990,Sunday,1,1,July,7,Q3,1990
19900702,02/07/1990,Monday,2,1,July,7,Q3,1990
19900703,03/07/1990,Tuesday,3,1,July,7,Q3,1990
19900704,04/07/1990,Wednesday,4,1,July,7,Q3,1990
19900705,05/07/1990,Thursday,5,1,July,7,Q3,1990
19900706,06/07/1990,Friday,6,1,July,7,Q3,1990
19900707,07/07/1990,Saturday,7,1,July,7,Q3,1990
19900708,08/07/1990,Sunday,8,2,July,7,Q3,1990
19900709,09/07/1990,Monday,9,2,July,7,Q3,1990
19900710,10/07/1990,Tuesday,10,2,July,7,Q3,1990
19900711,11/07/1990,Wednesday,11,2,July,7,Q3,1990
19900712,12/07/1990,Thursday,12,2,July,7,Q3,1990
19900713,13/07/1990,Friday,13,2,July,7,Q3,1990
19900714,14/07/1990,Saturday,14,2,July,7,Q3,1990
19900715,15/07/1990,Sunday,15,3,July,7,Q3,1990
19900716,16/07/1990,Monday,16,3,July,7,Q3,1990
19900717,17/07/1990,Tuesday,17,3,July,7,Q3,1990
19900718,18/07/1990,Wednesday,18,3,July,7,Q3,1990
19900719,19/07/1990,Thursday,19,3,July,7,Q3,1990
19900720,20/07/1990,Friday,20,3,July,7,Q3,1990
19900721,21/07/1990,Saturday,21,3,July,7,Q3,1990
19900722,22/07/1990,Sunday,22,4,July,7,Q3,1990
19900723,23/07/1990,Monday,23,4,July,7,Q3,1990
19900724,24/07/1990,Tuesday,24,4,July,7,Q3,1990
19900725,25/07/1990,Wednesday,25,4,July,7,Q3,1990
19900726,26/07/1990,Thursday,26,4,July,7,Q3,1990
19900727,27/07/1990,Friday,27,4,July,7,Q3,1990
19900728,28/07/1990,Saturday,28,4,July,7,Q3,1990
19900729,29/07/1990,Sunday,29,5,July,7,Q3,1990
19900730,30/07/1990,Monday,30,5,July,7,Q3,1990
19900731,31/07/1990,Tuesday,31,5,July,7,Q3,1990
19900801,01/08/1990,Wednesday,1,1,August,8,Q3,1990
19900802,02/08/1990,Thursday,2,1,August,8,Q3,1990
19900803,03/08/1990,Friday,3,1,August,8,Q3,1990
19900804,04/08/1990,Saturday,4,1,August,8,Q3,1990
19900805,05/08/1990,Sunday,5,1,August,8,Q3,1990
19900806,06/08/1990,Monday,6,1,August,8,Q3,1990
19900807,07/08/1990,Tuesday,7,1,August,8,Q3,1990
19900808,08/08/1990,Wednesday,8,2,August,8,Q3,1990
19900809,09/08/1990,Thursday,9,2,August,8,Q3,1990
19900810,10/08/1990,Friday,10,2,August,8,Q3,1990
19900811,11/08/1990,Saturday,11,2,August,8,Q3,1990
19900812,12/08/1990,Sunday,12,2,August,8,Q3,1990
19900813,13/08/1990,Monday,13,2,August,8,Q3,1990
19900814,14/08/1990,Tuesday,14,2,August,8,Q3,1990
19900815,15/08/1990,Wednesday,15,3,August,8,Q3,1990
19900816,16/08/1990,Thursday,16,3,August,8,Q3,1990
19900817,17/08/1990,Friday,17,3,August,8,Q3,1990
19900818,18/08/1990,Saturday,18,3,August,8,Q3,1990
19900819,19/08/1990,Sunday,19,3,August,8,Q3,1990
19900820,20/08/1990,Monday,20,3,August,8,Q3,1990
19900821,21/08/1990,Tuesday,21,3,August,8,Q3,1990
19900822,22/08/1990,Wednesday,22,4,August,8,Q3,1990
19900823,23/08/1990,Thursday,23,4,August,8,Q3,1990
19900824,24/08/1990,Friday,24,4,August,8,Q3,1990
19900825,25/08/1990,Saturday,25,4,August,8,Q3,1990
19900826,26/08/1990,Sunday,26,4,August,8,Q3,1990
19900827,27/08/1990,Monday,27,4,August,8,Q3,1990
19900828,28/08/1990,Tuesday,28,4,August,8,Q3,1990
19900829,29/08/1990,Wednesday,29,5,August,8,Q3,1990
19900830,30/08/1990,Thursday,30,5,August,8,Q3,1990
19900831,31/08/1990,Friday,31,5,August,8,Q3,1990
19900901,01/09/1990,Saturday,1,1,September,9,Q3,1990
19900902,02/09/1990,Sunday,2,1,September,9,Q3,1990
19900903,03/09/1990,Monday,3,1,September,9,Q3,1990
19900904,04/09/1990,Tuesday,4,1,September,9,Q3,1990
19900905,05/09/1990,Wednesday,5,1,September,9,Q3,1990
19900906,06/09/1990,Thursday,6,1,September,9,Q3,1990
19900907,07/09/1990,Friday,7,1,September,9,Q3,1990
19900908,08/09/1990,Saturday,8,2,September,9,Q3,1990
19900909,09/09/1990,Sunday,9,2,September,9,Q3,1990
19900910,10/09/1990,Monday,10,2,September,9,Q3,1990
19900911,11/09/1990,Tuesday,11,2,September,9,Q3,1990
19900912,12/09/1990,Wednesday,12,2,September,9,Q3,1990
19900913,13/09/1990,Thursday,13,2,September,9,Q3,1990
19900914,14/09/1990,Friday,14,2,September,9,Q3,1990
19900915,15/09/1990,Saturday,15,3,September,9,Q3,1990
19900916,16/09/1990,Sunday,16,3,September,9,Q3,1990
19900917,17/09/1990,Monday,17,3,September,9,Q3,1990
19900918,18/09/1990,Tuesday,18,3,September,9,Q3,1990
19900919,19/09/1990,Wednesday,19,3,September,9,Q3,1990
19900920,20/09/1990,Thursday,20,3,September,9,Q3,1990
19900921,21/09/1990,Friday,21,3,September,9,Q3,1990
19900922,22/09/1990,Saturday,22,4,September,9,Q3,1990
19900923,23/09/1990,Sunday,23,4,September,9,Q3,1990
19900924,24/09/1990,Monday,24,4,September,9,Q3,1990
19900925,25/09/1990,Tuesday,25,4,September,9,Q3,1990
19900926,26/09/1990,Wednesday,26,4,September,9,Q3,1990
19900927,27/09/1990,Thursday,27,4,September,9,Q3,1990
19900928,28/09/1990,Friday,28,4,September,9,Q3,1990
19900929,29/09/1990,Saturday,29,5,September,9,Q3,1990
19900930,30/09/1990,Sunday,30,5,September,9,Q3,1990
19901001,01/10/1990,Monday,1,1,October,10,Q4,1990
19901002,02/10/1990,Tuesday,2,1,October,10,Q4,1990
19901003,03/10/1990,Wednesday,3,1,October,10,Q4,1990
19901004,04/10/1990,Thursday,4,1,October,10,Q4,1990
19901005,05/10/1990,Friday,5,1,October,10,Q4,1990
19901006,06/10/1990,Saturday,6,1,October,10,Q4,1990
19901007,07/10/1990,Sunday,7,1,October,10,Q4,1990
19901008,08/10/1990,Monday,8,2,October,10,Q4,1990
19901009,09/10/1990,Tuesday,9,2,October,10,Q4,1990
19901010,10/10/1990,Wednesday,10,2,October,10,Q4,1990
19901011,11/10/1990,Thursday,11,2,October,10,Q4,1990
19901012,12/10/1990,Friday,12,2,October,10,Q4,1990
19901013,13/10/1990,Saturday,13,2,October,10,Q4,1990
19901014,14/10/1990,Sunday,14,2,October,10,Q4,1990
19901015,15/10/1990,Monday,15,3,October,10,Q4,1990
19901016,16/10/1990,Tuesday,16,3,October,10,Q4,1990
19901017,17/10/1990,Wednesday,17,3,October,10,Q4,1990
19901018,18/10/1990,Thursday,18,3,October,10,Q4,1990
19901019,19/10/1990,Friday,19,3,October,10,Q4,1990
19901020,20/10/1990,Saturday,20,3,October,10,Q4,1990
19901021,21/10/1990,Sunday,21,3,October,10,Q4,1990
19901022,22/10/1990,Monday,22,4,October,10,Q4,1990
19901023,23/10/1990,Tuesday,23,4,October,10,Q4,1990
19901024,24/10/1990,Wednesday,24,4,October,10,Q4,1990
19901025,25/10/1990,Thursday,25,4,October,10,Q4,1990
19901026,26/10/1990,Friday,26,4,October,10,Q4,1990
19901027,27/10/1990,Saturday,27,4,October,10,Q4,1990
19901028,28/10/1990,Sunday,28,4,October,10,Q4,1990
19901029,29/10/1990,Monday,29,5,October,10,Q4,1990
19901030,30/10/1990,Tuesday,30,5,October,10,Q4,1990
19901031,31/10/1990,Wednesday,31,5,October,10,Q4,1990
19901101,01/11/1990,Thursday,1,1,November,11,Q4,1990
19901102,02/11/1990,Friday,2,1,November,11,Q4,1990
19901103,03/11/1990,Saturday,3,1,November,11,Q4,1990
19901104,04/11/1990,Sunday,4,1,November,11,Q4,1990
19901105,05/11/1990,Monday,5,1,November,11,Q4,1990
19901106,06/11/1990,Tuesday,6,1,November,11,Q4,1990
19901107,07/11/1990,Wednesday,7,1,November,11,Q4,1990
19901108,08/11/1990,Thursday,8,2,November,11,Q4,1990
19901109,09/11/1990,Friday,9,2,November,11,Q4,1990
19901110,10/11/1990,Saturday,10,2,November,11,Q4,1990
19901111,11/11/1990,Sunday,11,2,November,11,Q4,1990
19901112,12/11/1990,Monday,12,2,November,11,Q4,1990
19901113,13/11/1990,Tuesday,13,2,November,11,Q4,1990
19901114,14/11/1990,Wednesday,14,2,November,11,Q4,1990
19901115,15/11/1990,Thursday,15,3,November,11,Q4,1990
19901116,16/11/1990,Friday,16,3,November,11,Q4,1990
19901117,17/11/1990,Saturday,17,3,November,11,Q4,1990
19901118,18/11/1990,Sunday,18,3,November,11,Q4,1990
19901119,19/11/1990,Monday,19,3,November,11,Q4,1990
19901120,20/11/1990,Tuesday,20,3,November,11,Q4,1990
19901121,21/11/1990,Wednesday,21,3,November,11,Q4,1990
19901122,22/11/1990,Thursday,22,4,November,11,Q4,1990
19901123,23/11/1990,Friday,23,4,November,11,Q4,1990
19901124,24/11/1990,Saturday,24,4,November,11,Q4,1990
19901125,25/11/1990,Sunday,25,4,November,11,Q4,1990
19901126,26/11/1990,Monday,26,4,November,11,Q4,1990
19901127,27/11/1990,Tuesday,27,4,November,11,Q4,1990
19901128,28/11/1990,Wednesday,28,4,November,11,Q4,1990
19901129,29/11/1990,Thursday,29,5,November,11,Q4,1990
19901130,30/11/1990,Friday,30,5,November,11,Q4,1990
19901201,01/12/1990,Saturday,1,1,December,12,Q4,1990
19901202,02/12/1990,Sunday,2,1,December,12,Q4,1990
19901203,03/12/1990,Monday,3,1,December,12,Q4,1990
19901204,04/12/1990,Tuesday,4,1,December,12,Q4,1990
19901205,05/12/1990,Wednesday,5,1,December,12,Q4,1990
19901206,06/12/1990,Thursday,6,1,December,12,Q4,1990
19901207,07/12/1990,Friday,7,1,December,12,Q4,1990
19901208,08/12/1990,Saturday,8,2,December,12,Q4,1990
19901209,09/12/1990,Sunday,9,2,December,12,Q4,1990
19901210,10/12/1990,Monday,10,2,December,12,Q4,1990
19901211,11/12/1990,Tuesday,11,2,December,12,Q4,1990
19901212,12/12/1990,Wednesday,12,2,December,12,Q4,1990
19901213,13/12/1990,Thursday,13,2,December,12,Q4,1990
19901214,14/12/1990,Friday,14,2,December,12,Q4,1990
19901215,15/12/1990,Saturday,15,3,December,12,Q4,1990
19901216,16/12/1990,Sunday,16,3,December,12,Q4,1990
19901217,17/12/1990,Monday,17,3,December,12,Q4,1990
19901218,18/12/1990,Tuesday,18,3,December,12,Q4,1990
19901219,19/12/1990,Wednesday,19,3,December,12,Q4,1990
19901220,20/12/1990,Thursday,20,3,December,12,Q4,1990
19901221,21/12/1990,Friday,21,3,December,12,Q4,1990
19901222,22/12/1990,Saturday,22,4,December,12,Q4,1990
19901223,23/12/1990,Sunday,23,4,December,12,Q4,1990
19901224,24/12/1990,Monday,24,4,December,12,Q4,1990
19901225,25/12/1990,Tuesday,25,4,December,12,Q4,1990
19901226,26/12/1990,Wednesday,26,4,December,12,Q4,1990
19901227,27/12/1990,Thursday,27,4,December,12,Q4,1990
19901228,28/12/1990,Friday,28,4,December,12,Q4,1990
19901229,29/12/1990,Saturday,29,5,December,12,Q4,1990
19901230,30/12/1990,Sunday,30,5,December,12,Q4,1990
19901231,31/12/1990,Monday,31,5,December,12,Q4,1990
19910101,01/01/1991,Tuesday,1,1,January,1,Q1,1991
19910102,02/01/1991,Wednesday,2,1,January,1,Q1,1991
19910103,03/01/1991,Thursday,3,1,January,1,Q1,1991
19910104,04/01/1991,Friday,4,1,January,1,Q1,1991
19910105,05/01/1991,Saturday,5,1,January,1,Q1,1991
19910106,06/01/1991,Sunday,6,1,January,1,Q1,1991
19910107,07/01/1991,Monday,7,1,January,1,Q1,1991
19910108,08/01/1991,Tuesday,8,2,January,1,Q1,1991
19910109,09/01/1991,Wednesday,9,2,January,1,Q1,1991
19910110,10/01/1991,Thursday,10,2,January,1,Q1,1991
19910111,11/01/1991,Friday,11,2,January,1,Q1,1991
19910112,12/01/1991,Saturday,12,2,January,1,Q1,1991
19910113,13/01/1991,Sunday,13,2,January,1,Q1,1991
19910114,14/01/1991,Monday,14,2,January,1,Q1,1991
19910115,15/01/1991,Tuesday,15,3,January,1,Q1,1991
19910116,16/01/1991,Wednesday,16,3,January,1,Q1,1991
19910117,17/01/1991,Thursday,17,3,January,1,Q1,1991
19910118,18/01/1991,Friday,18,3,January,1,Q1,1991
19910119,19/01/1991,Saturday,19,3,January,1,Q1,1991
19910120,20/01/1991,Sunday,20,3,January,1,Q1,1991
19910121,21/01/1991,Monday,21,3,January,1,Q1,1991
19910122,22/01/1991,Tuesday,22,4,January,1,Q1,1991
19910123,23/01/1991,Wednesday,23,4,January,1,Q1,1991
19910124,24/01/1991,Thursday,24,4,January,1,Q1,1991
19910125,25/01/1991,Friday,25,4,January,1,Q1,1991
19910126,26/01/1991,Saturday,26,4,January,1,Q1,1991
19910127,27/01/1991,Sunday,27,4,January,1,Q1,1991
19910128,28/01/1991,Monday,28,4,January,1,Q1,1991
19910129,29/01/1991,Tuesday,29,5,January,1,Q1,1991
19910130,30/01/1991,Wednesday,30,5,January,1,Q1,1991
19910131,31/01/1991,Thursday,31,5,January,1,Q1,1991
19910201,01/02/1991,Friday,1,1,February,2,Q1,1991
19910202,02/02/1991,Saturday,2,1,February,2,Q1,1991
19910203,03/02/1991,Sunday,3,1,February,2,Q1,1991
19910204,04/02/1991,Monday,4,1,February,2,Q1,1991
19910205,05/02/1991,Tuesday,5,1,February,2,Q1,1991
19910206,06/02/1991,Wednesday,6,1,February,2,Q1,1991
19910207,07/02/1991,Thursday,7,1,February,2,Q1,1991
19910208,08/02/1991,Friday,8,2,February,2,Q1,1991
19910209,09/02/1991,Saturday,9,2,February,2,Q1,1991
19910210,10/02/1991,Sunday,10,2,February,2,Q1,1991
19910211,11/02/1991,Monday,11,2,February,2,Q1,1991
19910212,12/02/1991,Tuesday,12,2,February,2,Q1,1991
19910213,13/02/1991,Wednesday,13,2,February,2,Q1,1991
19910214,14/02/1991,Thursday,14,2,February,2,Q1,1991
19910215,15/02/1991,Friday,15,3,February,2,Q1,1991
19910216,16/02/1991,Saturday,16,3,February,2,Q1,1991
19910217,17/02/1991,Sunday,17,3,February,2,Q1,1991
19910218,18/02/1991,Monday,18,3,February,2,Q1,1991
19910219,19/02/1991,Tuesday,19,3,February,2,Q1,1991
19910220,20/02/1991,Wednesday,20,3,February,2,Q1,1991
19910221,21/02/1991,Thursday,21,3,February,2,Q1,1991
19910222,22/02/1991,Friday,22,4,February,2,Q1,1991
19910223,23/02/1991,Saturday,23,4,February,2,Q1,1991
19910224,24/02/1991,Sunday,24,4,February,2,Q1,1991
19910225,25/02/1991,Monday,25,4,February,2,Q1,1991
19910226,26/02/1991,Tuesday,26,4,February,2,Q1,1991
19910227,27/02/1991,Wednesday,27,4,February,2,Q1,1991
19910228,28/02/1991,Thursday,28,4,February,2,Q1,1991
19910301,01/03/1991,Friday,1,1,March,3,Q1,1991
19910302,02/03/1991,Saturday,2,1,March,3,Q1,1991
19910303,03/03/1991,Sunday,3,1,March,3,Q1,1991
19910304,04/03/1991,Monday,4,1,March,3,Q1,1991
19910305,05/03/1991,Tuesday,5,1,March,3,Q1,1991
19910306,06/03/1991,Wednesday,6,1,March,3,Q1,1991
19910307,07/03/1991,Thursday,7,1,March,3,Q1,1991
